iter	MultiClass
412	0.05173461203
413	0.05162255115
414	0.05153441898
415	0.05137629796
416	0.05121751261
417	0.05104485489
418	0.05090126136
419	0.05080026957
420	0.05056600241
421	0.05039869502
422	0.05026886663
423	0.05003142896
424	0.04993506017
425	0.04977379787
426	0.04956165826
427	0.0494078383
428	0.04925847916
429	0.04915187614
430	0.04897806475
431	0.04884352629
432	0.04870152085
433	0.0485457128
434	0.04842877266
435	0.04827915453
436	0.04813914794
437	0.04796854169
438	0.04784990364
439	0.04763681329
440	0.04751442439
441	0.04738536227
442	0.04729957656
443	0.04717171981
444	0.0470729095
445	0.04697791533
446	0.04680632646
447	0.04668501699
448	0.04655930926
449	0.0463924096
450	0.04622446092
451	0.04607034986
452	0.04587715998
453	0.04575132578
454	0.04563716519
455	0.04550162079
456	0.04544275648
457	0.04532867855
458	0.04526850089
459	0.04517296634
460	0.04502981535
461	0.04480731988
462	0.04465241503
463	0.04445472969
464	0.044354123
465	0.04417960575
466	0.04403138315
467	0.04389441997
468	0.04384071274
469	0.04360136652
470	0.04348262503
471	0.04337668278
472	0.04324415712
473	0.04317447432
474	0.04313371803
475	0.0430431883
476	0.04288913383
477	0.04277701799
478	0.04266224971
479	0.04257590227
480	0.04246565387
481	0.04234024306
482	0.04223527703
483	0.0420841159
484	0.04199931038
485	0.04188808736
486	0.04178799741
487	0.04163338009
488	0.04150563436
489	0.04145162841
490	0.04132440078
491	0.04122437617
492	0.04112215573
493	0.04100314049
494	0.04085422828
495	0.04074728638
496	0.04067952578
497	0.0405825872
498	0.04048628405
499	0.04038799993
500	0.04030510255
501	0.04020453738
502	0.04016673127
503	0.04007009189
504	0.03997648291
505	0.03985761995
506	0.03976409401
507	0.03967925865
508	0.03956024354
509	0.03944986625
510	0.03935018809
511	0.03926655031
512	0.03914670695
513	0.03905304991
514	0.038961152
515	0.03886324498
516	0.03881312279
517	0.03869808708
518	0.0385678234
519	0.0384206925
520	0.0383261695
521	0.03813923609
522	0.03805885225
523	0.03800624891
524	0.03792831624
525	0.03783015749
526	0.03771296661
527	0.03757915654
528	0.03750487198
529	0.03741001449
530	0.03730343758
531	0.03725107649
532	0.03715166706
533	0.03711258955
534	0.03701337499
535	0.03691782696
536	0.03681031102
537	0.03672756607
538	0.03660328938
539	0.03650839967
540	0.03642044733
541	0.03633976986
542	0.0362547177
543	0.03610389467
544	0.03604044545
545	0.03598631592
546	0.03587849969
547	0.03576405887
548	0.03568049799
549	0.03557618656
550	0.03551128702
551	0.03547608829
552	0.03538339492
553	0.03529532031
554	0.03518054446
555	0.03505798268
556	0.03499521368
557	0.03492445161
558	0.03484683385
559	0.03477995984
560	0.03474890365
561	0.03467438663
562	0.03458032101
563	0.03450401962
564	0.03444579246
565	0.034377057
566	0.03431044155
567	0.0342422096
568	0.03418602202
569	0.03406967772
570	0.03401247013
571	0.03393202825
572	0.03384801462
573	0.03380245279
574	0.03369529149
575	0.03355072694
576	0.03348215327
577	0.03342528466
578	0.03339285739
579	0.03328440329
580	0.03315380896
581	0.03306557312
582	0.03297712824
583	0.03290433469
584	0.03285192861
585	0.0327993086
586	0.03272981781
587	0.03266653826
588	0.03260589793
589	0.03254305405
590	0.03244820138
591	0.0323920002
592	0.03227396553
593	0.03219437712
594	0.0321403282
595	0.03206558462
596	0.03198986009
597	0.03196061526
598	0.0318998348
599	0.0318360655
600	0.03178951499
601	0.03170122259
602	0.03160971264
603	0.03153686651
604	0.03146189485
605	0.03140706694
606	0.03133046638
607	0.03129522512
608	0.03122819199
609	0.03115758624
610	0.03107014307
611	0.0310059545
612	0.03095155407
613	0.03088395703
614	0.03084779396
615	0.03077376191
616	0.03072957242
617	0.03070854801
618	0.03063569677
619	0.03056228619
620	0.03052203106
621	0.03046287668
622	0.03040380257
623	0.03034985544
624	0.03032737699
625	0.03026856697
626	0.03019771118
627	0.03015012063
628	0.03009542697
629	0.03005567488
630	0.02999268612
631	0.02993609867
632	0.02988090736
633	0.02980285265
634	0.02973334623
635	0.02967376351
636	0.02955929562
637	0.02948510118
638	0.02944161555
639	0.0293692655
640	0.02930930843
641	0.0292483636
642	0.02919213647
643	0.02911227936
644	0.02906280017
645	0.02903318624
646	0.02897889511
647	0.02892626648
648	0.02886456348
649	0.02884605418
650	0.02882171442
651	0.02877804127
652	0.02870419321
653	0.02865604783
654	0.02860241115
655	0.02855311593
656	0.028503133
657	0.02840800374
658	0.02838110073
659	0.0283239747
660	0.02827667694
661	0.02823184781
662	0.02819121525
663	0.02812346532
664	0.02805144753
665	0.02798901885
666	0.02795316246
667	0.02791120821
668	0.02782462559
669	0.02775384899
670	0.02770738777
671	0.0276489275
672	0.02761698678
673	0.027566241
674	0.02752042928
675	0.02744559295
676	0.02740510674
677	0.02735643617
678	0.02729785782
679	0.02725005934
680	0.02723038315
681	0.02717878242
682	0.0271286575
683	0.02707218673
684	0.02700525146
685	0.02695438646
686	0.02691734785
687	0.02686206461
688	0.02681410206
689	0.02677177655
690	0.02670283518
691	0.02666083434
692	0.02662008853
693	0.02653926465
694	0.0264871289
695	0.02645479205
696	0.02639748111
697	0.02637807723
698	0.02632816885
699	0.02628368315
700	0.02621413437
701	0.02617869623
702	0.02615251735
703	0.02610858225
704	0.02605870208
705	0.02601666673
706	0.02597901385
707	0.02592558493
708	0.02588349896
709	0.0257860765
710	0.02571582371
711	0.025687557
712	0.02562242604
713	0.02556131498
714	0.02552955436
715	0.02547736586
716	0.02546287848
717	0.02542122609
718	0.02538017908
719	0.02534092741
720	0.02530417116
721	0.02527851367
722	0.0252346076
723	0.02518172307
724	0.02514062235
725	0.02511495169
726	0.02509043357
727	0.02504374672
728	0.02500875554
729	0.02496185005
730	0.02491222131
731	0.02486153358
732	0.02483176842
733	0.02479424585
734	0.02474957743
735	0.02471460026
736	0.02465614619
737	0.02461140238
738	0.02455373754
739	0.02450442659
740	0.02446024565
741	0.02443743153
742	0.02441028627
743	0.02438763317
744	0.02435471109
745	0.02431194063
746	0.02427962045
747	0.02424510534
748	0.02419438077
749	0.02414358479
750	0.02411025785
751	0.02408623534
752	0.0240460163
753	0.02401107506
754	0.02396789154
755	0.02392042714
756	0.02389490883
757	0.02385923292
758	0.02381407195
759	0.0237879296
760	0.02375230313
761	0.02372548458
762	0.02368806735
763	0.02366186739
764	0.02363402145
765	0.02359645252
766	0.02354113986
767	0.0234969697
768	0.02345149188
769	0.02341742013
770	0.02337696864
771	0.02332868337
772	0.02328046898
773	0.02324249022
774	0.02320140508
775	0.02316982885
776	0.02312616926
777	0.02310380169
778	0.02307998685
779	0.02303439623
780	0.02298214736
781	0.02293132565
782	0.02290449673
783	0.02284476644
784	0.02279162348
785	0.0227453401
786	0.0227178863
787	0.0226949428
788	0.0226630959
789	0.02262432016
790	0.02259116159
791	0.0225574836
792	0.02252154535
793	0.02247437891
794	0.02244576505
795	0.0224059833
796	0.02235267746
797	0.02230124279
798	0.02227159652
799	0.02223780592
800	0.02219272197
801	0.02216172778
802	0.02210547312
803	0.02206429812
804	0.02200539641
805	0.02198321942
806	0.02196437261
807	0.02192962131
808	0.02188583535
809	0.02184104588
810	0.0218035289
811	0.02177547933
812	0.02172477522
813	0.02169664795
814	0.02166568418
815	0.02163300493
816	0.02160539009
817	0.02157267227
818	0.02154317938
819	0.02151627783
820	0.02147500307
821	0.02144130657
822	0.02141037738
823	0.02137387372
824	0.02133244749
825	0.02129270094
826	0.02125015961
827	0.02121239347
828	0.02119311702
829	0.0211598593
830	0.02112443255
831	0.02109407627
832	0.02106446298
833	0.02103589909
834	0.02100275518
835	0.0209698878
836	0.02092769117
837	0.02089832068
838	0.02087290121
839	0.02083662435
840	0.02081154672
841	0.02077675442
842	0.02075687139
843	0.02073352765
844	0.02070822254
845	0.02067400847
846	0.0206552877
847	0.0206248415
848	0.02059070709
849	0.02057380129
850	0.0205330864
851	0.02047663893
852	0.02044979543
853	0.02042633546
854	0.02039137183
855	0.02036191456
856	0.02033361164
857	0.02030633105
858	0.02027788402
859	0.02022883636
860	0.0202045407
861	0.02018089565
862	0.02015640228
863	0.02010943044
864	0.02007569704
865	0.02004867861
866	0.0200401884
867	0.02001952831
868	0.01999442488
869	0.01997834365
870	0.01995885819
871	0.01993587232
872	0.01989409214
873	0.0198614356
874	0.01984553649
875	0.01982850662
876	0.01979338734
877	0.01978317004
878	0.01974862287
879	0.01972372311
880	0.01967014833
881	0.01963919421
882	0.01959159674
883	0.0195574763
884	0.01952951198
885	0.01950837664
886	0.01948782449
887	0.01946112025
888	0.0194336856
889	0.01939817345
890	0.01936870939
891	0.01934585046
892	0.01933258024
893	0.01931508095
894	0.0192998453
895	0.01926793437
896	0.01923604699
897	0.01918332554
898	0.01916333756
899	0.0191557081
900	0.01913410314
901	0.01911329974
902	0.01909305965
903	0.01906269804
904	0.01903633502
905	0.01901473322
906	0.01899224008
907	0.0189721973
908	0.01895193549
909	0.01892920526
910	0.01890654945
911	0.01888372782
912	0.01885993678
913	0.01883997462
914	0.01881156475
915	0.01877509496
916	0.0187498513
917	0.01872642493
918	0.01869933378
919	0.0186736444
920	0.01865318256
921	0.01861488179
922	0.01858781368
923	0.01856388552
924	0.01853401741
925	0.01850790743
926	0.01848966342
927	0.01847120796
928	0.01844003629
929	0.0184192156
930	0.01838691247
931	0.01836208421
932	0.0183230357
933	0.01829574791
934	0.01827346996
935	0.01824962033
936	0.01823084691
937	0.01820736558
938	0.01819564844
939	0.01817528166
940	0.01815284862
941	0.0181336127
942	0.01811559401
943	0.01809428255
944	0.01806502478
945	0.01804809316
946	0.01803773454
947	0.01801038962
948	0.01798297089
949	0.01795876634
950	0.01794125761
951	0.01792015576
952	0.01790157773
953	0.01787755927
954	0.01785323554
955	0.0178294691
956	0.01780146923
957	0.01777510424
958	0.01775333346
959	0.01772463656
960	0.01769470025
961	0.01766763274
962	0.0176470175
963	0.01761868661
964	0.01758878519
965	0.01757665199
966	0.01755444452
967	0.01753643851
968	0.01751502625
969	0.01750032204
970	0.01748161925
971	0.01746228117
972	0.01743469993
973	0.01741184009
974	0.01738979119
975	0.01737235877
976	0.01734462847
977	0.01731617154
978	0.01728923163
979	0.01727081089
980	0.0172474922
981	0.01721577395
982	0.01719755701
983	0.01717705339
984	0.01715513376
985	0.01713052513
986	0.0171089079
987	0.01709339424
988	0.01708075847
989	0.01706196849
990	0.01704370231
991	0.01700540864
992	0.01698461128
993	0.01697312139
994	0.01695991819
995	0.01694212219
996	0.0169151331
997	0.01689886259
998	0.01687016683
999	0.01684673581
14
997	0.01468494145
998	0.01466696175
999	0.0146526337
969469
